,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
891,2300101,Abaiara,23,CE,446.44541484716166,474.52627118644074,489.82372881355946,483.3179039301306,612.542372881356
892,2300150,Acarape,23,CE,445.2161354581674,475.69326923076926,496.41846153846154,497.71175298804826,564.0
893,2300200,Acaraú,23,CE,454.1070866141738,483.6151898734178,501.8907172995779,507.50787401574723,564.6244725738396
894,2300309,Acopiara,23,CE,449.46993927125465,481.58480154888656,497.3135527589548,498.31072874493884,536.0890609874153
895,2300408,Aiuaba,23,CE,442.95894308943076,473.58122605363985,491.6498084291188,498.4479674796749,514.7892720306513
896,2300507,Alcântaras,23,CE,450.04827586206915,480.7778846153846,495.0831730769232,500.38029556650275,539.0384615384615
897,2300606,Altaneira,23,CE,444.3289999999999,465.0409523809525,478.885238095238,483.89150000000006,491.8095238095238
898,2300705,Alto Santo,23,CE,444.28694029850755,472.02357142857124,497.69464285714287,492.9085820895521,522.8571428571429
899,2300754,Amontada,23,CE,446.27829977628636,469.59891304347786,482.8901086956524,495.5312080536915,516.9782608695652
900,2300804,Antonina do Norte,23,CE,440.63906250000014,474.280597014925,491.6895522388063,497.77604166666697,514.4278606965174
901,2300903,Apuiarés,23,CE,455.4454828660437,483.71865443425094,502.1574923547405,499.6598130841118,534.1896024464831
902,2301000,Aquiraz,23,CE,462.0403286978503,493.16845597104975,509.8815440289504,510.2346396965865,566.151990349819
903,2301109,Aracati,23,CE,456.5520287958111,489.7884444444438,509.6807619047615,505.79227748691113,548.3809523809524
904,2301208,Aracoiaba,23,CE,442.3397982062781,471.84642857142865,489.66688311688364,481.4008968609864,520.0
905,2301257,Ararendá,23,CE,451.3430434782608,473.7924369747898,488.7810924369744,491.1573913043478,497.7310924369748
906,2301307,Araripe,23,CE,451.04687499999966,482.21691331923887,493.54608879492565,506.770982142857,587.8224101479915
907,2301406,Aratuba,23,CE,445.3009803921564,467.42731591448916,487.701187648456,484.6085784313728,492.39904988123516
908,2301505,Arneiroz,23,CE,457.0346456692912,481.8931297709923,494.1725190839697,494.7834645669291,521.6793893129772
909,2301604,Assaré,23,CE,448.7594149908592,475.97152899824295,491.77908611599327,501.1765996343687,521.9683655536028
910,2301703,Aurora,23,CE,452.1270949720674,481.00190476190545,494.6870748299319,501.0182960893856,570.3401360544218
911,2301802,Baixio,23,CE,435.9739884393061,461.54067796610195,479.5943502824858,475.3150289017344,508.47457627118644
912,2301851,Banabuiú,23,CE,441.4553191489357,475.38069164265147,493.2380403458217,483.0158054711244,527.2622478386168
913,2301901,Barbalha,23,CE,475.1830248545743,495.50147208121746,511.6718274111677,518.0359598096258,582.5279187817259
914,2301950,Barreira,23,CE,448.9552915766739,479.3421588594701,499.63482688391014,498.0850971922248,535.3971486761711
915,2302008,Barro,23,CE,460.5161073825507,485.106546644845,506.1173486088382,508.0931208053692,580.1636661211129
916,2302057,Barroquinha,23,CE,443.6441734417342,481.2564643799473,492.71741424802093,483.8504065040646,535.3562005277045
917,2302107,Baturité,23,CE,452.01137357830277,480.10485106383044,499.7218723404253,489.02668416447955,553.531914893617
918,2302206,Beberibe,23,CE,455.10604575163404,481.51724960254273,500.3913354531004,498.1755718954253,529.1096979332274
919,2302305,Bela Cruz,23,CE,463.67927631578993,490.4461165048547,506.0673139158578,524.059539473685,572.0388349514564
920,2302404,Boa Viagem,23,CE,445.3304995617875,474.55117647058813,492.1007563025207,494.9760736196321,512.890756302521
921,2302503,Brejo Santo,23,CE,465.77240875912423,487.60484429065747,505.04491349480986,511.24854014598515,565.757785467128
922,2302602,Camocim,23,CE,461.3819114817197,489.4761529126207,508.4365291262134,516.2116741500951,526.3349514563107
923,2302701,Campos Sales,23,CE,450.46694915254216,480.8028885832187,499.01279229711116,498.4141242937854,583.961485557084
924,2302800,Canindé,23,CE,455.3584692597236,486.6396999188982,504.9377128953773,505.97917189460424,557.2749391727494
925,2302909,Capistrano,23,CE,441.63125000000025,461.80613636363626,488.6497727272727,480.8652777777782,509.1818181818182
926,2303006,Caridade,23,CE,445.73027210884385,473.9672757475079,492.5136212624587,493.16802721088436,532.0930232558139
927,2303105,Cariré,23,CE,447.86412213740465,478.0885085574573,492.1628361858187,509.4129770992369,513.1540342298289
928,2303204,Caririaçu,23,CE,453.209565217391,485.88980446927366,499.0173184357537,502.5008695652171,572.6256983240223
929,2303303,Cariús,23,CE,446.2947826086959,469.54102564102556,483.7666666666666,492.5692753623186,521.5954415954416
930,2303402,Carnaubal,23,CE,456.114435695538,490.40358056265904,498.8120204603579,508.7144356955381,553.1969309462916
931,2303501,Cascavel,23,CE,458.7164815897138,486.045207033465,501.1082246171295,502.38620689655147,553.8740782756665
932,2303600,Catarina,23,CE,437.66518518518507,456.07299270072997,462.9357664233576,481.03407407407406,394.45255474452557
933,2303659,Catunda,23,CE,442.8198113207544,466.18401826484035,485.40958904109607,484.75283018867907,481.09589041095893
934,2303709,Caucaia,23,CE,469.0272091862197,499.9644555397042,514.7913813599623,513.1201323015458,562.1493105087969
935,2303808,Cedro,23,CE,439.79346590909057,467.86722222222204,488.9115277777782,487.6376420454544,498.94444444444446
936,2303907,Chaval,23,CE,450.52154255319107,481.6750649350648,501.5740259740265,489.1776595744685,531.1168831168832
937,2303931,Choró,23,CE,428.20400000000006,459.011440677966,479.3720338983052,472.61466666666666,470.1694915254237
938,2303956,Chorozinho,23,CE,444.4805555555552,476.811260053619,493.85630026809645,489.0080555555553,530.4021447721179
939,2304004,Coreaú,23,CE,446.22523020257876,478.46732142857155,495.86875,502.7265193370169,527.7142857142857
940,2304103,Crateús,23,CE,466.21449631449576,494.6593823116528,508.47454375292534,513.4063882063886,587.5526438933084
941,2304202,Crato,23,CE,479.34621061595305,504.716729934924,518.591106290672,525.2752767527688,604.1594360086768
942,2304236,Croatá,23,CE,456.34444444444495,477.4065104166668,488.3671874999997,492.10216802168026,565.4166666666666
943,2304251,Cruz,23,CE,454.5721343873519,489.9123314065507,506.7156069364159,531.1806324110671,527.2447013487476
944,2304269,Deputado Irapuan Pinheiro,23,CE,443.07151162790683,476.8703488372092,495.918604651163,499.9604651162789,494.4186046511628
945,2304277,Ererê,23,CE,443.1993333333332,472.0365384615387,491.8397435897436,478.4600000000001,536.1538461538462
946,2304285,Eusébio,23,CE,489.03021001615457,513.3591634980988,524.8963498098864,544.274474959612,591.254752851711
947,2304301,Farias Brito,23,CE,457.8077092511019,481.7057971014491,498.31718426501027,507.92202643171794,523.8095238095239
948,2304350,Forquilha,23,CE,454.9697368421053,482.1289308176099,502.3062893081757,508.9997807017542,529.979035639413
949,2304400,Fortaleza,23,CE,489.14926153758796,521.0479716065662,531.3822568167357,542.9799963147761,606.2232114985273
950,2304459,Fortim,23,CE,449.9943708609274,484.97809523809497,506.42825396825396,494.73377483443727,525.5873015873016
951,2304509,Frecheirinha,23,CE,443.25171232876716,472.4743421052631,489.03092105263136,501.6208904109591,487.63157894736844
952,2304608,General Sampaio,23,CE,443.10164835164835,468.7094736842108,479.7668421052632,491.0214285714286,474.8421052631579
953,2304657,Graça,23,CE,454.86717557251893,483.34850746268654,491.9850746268656,512.7717557251907,490.74626865671644
954,2304707,Granja,23,CE,442.35835616438345,472.33101893597797,485.53823264201975,486.6307762557078,511.10910730387735
955,2304806,Granjeiro,23,CE,451.1223140495868,497.0585365853659,503.1186991869918,506.6404958677686,626.9918699186992
956,2304905,Groaíras,23,CE,452.3790178571427,488.61538461538447,503.3363247863246,508.14821428571383,496.5811965811966
957,2304954,Guaiúba,23,CE,445.8860738255034,468.44201277955267,485.39600638977595,479.1068791946307,509.8083067092652
958,2305001,Guaraciaba do Norte,23,CE,460.78404017857116,494.83533260632515,503.46161395856024,515.1986607142854,592.4318429661942
959,2305100,Guaramiranga,23,CE,443.40628571428573,476.23468208092504,495.0196531791905,486.04800000000006,492.94797687861274
960,2305209,Hidrolândia,23,CE,458.4746305418714,489.6244655581951,498.63966745843237,513.1243842364532,581.8527315914489
961,2305233,Horizonte,23,CE,459.71832817337554,493.43582887700444,510.454367201426,506.74637770897783,528.1402257872846
962,2305266,Ibaretama,23,CE,444.4484536082473,464.45454545454567,477.5979797979797,478.24123711340224,461.2121212121212
963,2305308,Ibiapina,23,CE,460.08550247117,496.14627831715205,509.1964401294501,504.0281713344316,569.8058252427185
964,2305332,Ibicuitinga,23,CE,438.00666666666683,457.8743523316059,475.89663212435244,470.2407999999998,422.95336787564764
965,2305357,Icapuí,23,CE,458.8307992202725,486.17185741088167,506.33789868667924,506.02378167641376,541.9136960600375
966,2305407,Icó,23,CE,447.54855453350774,474.4896202531646,493.529683544305,489.14231274638627,515.0126582278481
967,2305506,Iguatu,23,CE,471.8810918774952,501.3634753268666,515.8392661324339,523.1321793164674,584.4875579924083
968,2305605,Independência,23,CE,445.6691815856778,470.06799501867994,487.2924034869245,480.66956521739115,492.1295143212951
969,2305654,Ipaporanga,23,CE,449.7847014925376,478.7746376811593,491.86630434782603,481.6679104477614,462.60869565217394
970,2305704,Ipaumirim,23,CE,448.13896551724133,482.304501607717,499.62057877813515,488.38482758620694,549.5176848874598
971,2305803,Ipu,23,CE,462.5191278493555,486.3858082706771,499.67030075187955,511.6465807730435,553.0639097744361
972,2305902,Ipueiras,23,CE,446.13543577981613,480.4699105145415,495.8683445190154,492.74013761467864,560.5816554809843
973,2306009,Iracema,23,CE,445.0579831932778,476.0110824742266,497.25154639175264,483.1414565826336,503.7113402061856
974,2306108,Irauçuba,23,CE,448.75977859778584,474.6593750000003,486.08749999999986,491.5785977859777,493.125
975,2306207,Itaiçaba,23,CE,466.58031914893627,498.1093264248705,509.38238341968906,512.8063829787235,554.7150259067357
976,2306256,Itaitinga,23,CE,454.05814977973546,489.2562564632886,505.5173733195453,504.876211453744,535.9669079627714
977,2306306,Itapajé,23,CE,461.0814066852368,493.31813297515106,504.6050369375425,516.6206128133703,551.1484217595702
978,2306405,Itapipoca,23,CE,453.9286658275632,480.15634872418065,497.2650972053464,501.3537130270621,531.6281895504253
979,2306504,Itapiúna,23,CE,444.12192192192157,478.21173020527846,490.6105571847506,467.9213213213211,525.2199413489736
980,2306553,Itarema,23,CE,450.9898584905667,476.86925638179815,492.3278579356267,496.4663915094341,521.3762486126526
981,2306603,Itatira,23,CE,432.2223385689357,464.30677083333364,478.2333333333332,477.4643979057594,486.00694444444446
982,2306702,Jaguaretama,23,CE,437.2626229508194,462.44166666666655,477.3092948717947,489.13475409836076,429.4871794871795
983,2306801,Jaguaribara,23,CE,440.4047272727275,465.1675675675681,479.32263513513493,479.1185454545455,481.4189189189189
984,2306900,Jaguaribe,23,CE,454.7415694591731,486.038211382114,504.40152439024405,510.5716861081646,554.939024390244
985,2307007,Jaguaruana,23,CE,453.60694063927,476.45318777292607,497.9162445414843,495.0643835616444,508.1572052401747
986,2307106,Jardim,23,CE,449.6411616161617,474.8366504854365,490.4529126213589,494.01452020202,531.5533980582525
987,2307205,Jati,23,CE,449.3043956043959,481.117553191489,493.71329787234055,492.2994505494504,508.40425531914894
988,2307254,Jijoca de Jericoacoara,23,CE,448.41628392484336,478.25370741482976,501.0723446893785,518.6365344467641,526.0120240480962
989,2307304,Juazeiro do Norte,23,CE,476.51900385045394,500.8865678663836,517.4991649023762,527.9646503539942,597.9487179487179
990,2307403,Jucás,23,CE,448.0930622009572,469.5956521739124,486.6981693363842,491.80622009569385,489.01601830663617
991,2307502,Lavras da Mangabeira,23,CE,448.93255208333306,476.0161490683238,490.31875776397504,493.94036458333403,545.5652173913044
992,2307601,Limoeiro do Norte,23,CE,486.5360264900664,510.6983492063496,524.6220317460313,534.7622516556286,635.3396825396825
993,2307635,Madalena,23,CE,445.1670033670033,482.3107142857143,496.28279220779183,487.06902356902356,550.974025974026
994,2307650,Maracanaú,23,CE,466.5376377343893,498.14724913178554,516.1150429537565,508.05789677170054,557.5836227380735
995,2307700,Maranguape,23,CE,460.29498432601923,492.70333333333286,508.32863247863247,505.30671742051,534.8461538461538
996,2307809,Marco,23,CE,438.75075376884445,464.08787878787894,480.3387559808607,495.47169179229496,463.2535885167464
997,2307908,Martinópole,23,CE,444.2785454545453,471.59249999999975,482.87464285714276,492.289818181818,465.92857142857144
998,2308005,Massapê,23,CE,449.40867178924265,472.9217118997905,488.0598121085597,486.69681668496185,499.9164926931106
999,2308104,Mauriti,23,CE,446.32995169082125,471.8697909642611,483.37154416722865,486.33795721186976,531.3149022252192
1000,2308203,Meruoca,23,CE,450.1346733668342,482.8185819070902,500.1088019559902,498.62261306532696,523.3740831295844
1001,2308302,Milagres,23,CE,458.9396825396832,484.7349292709467,502.18476605005407,501.74263038548804,573.3623503808487
1002,2308351,Milhã,23,CE,459.3057692307693,485.43457249070633,498.92193308550185,516.2688461538459,535.3159851301115
1003,2308377,Miraíma,23,CE,424.07105263157894,450.2557324840765,465.66687898089134,458.7496710526316,442.484076433121
1004,2308401,Missão Velha,23,CE,458.3955901426722,479.4643216080402,495.18718592964854,495.25110246433246,554.1959798994975
1005,2308500,Mombaça,23,CE,451.1464849354371,473.13708791208813,491.4951923076932,505.16327116212386,525.6868131868132
1006,2308609,Monsenhor Tabosa,23,CE,434.29831932773044,465.1281690140843,483.73802816901406,465.55798319327704,485.9154929577465
1007,2308708,Morada Nova,23,CE,461.50684357542065,484.16673373574775,503.0683433936956,511.1753491620105,575.5197853789404
1008,2308807,Moraújo,23,CE,450.0037037037041,481.62256637168116,497.7969026548671,515.8023148148147,534.4247787610619
1009,2308906,Morrinhos,23,CE,451.4317286652083,478.9633047210298,491.5302575107298,511.7369803063459,484.8068669527897
1010,2309003,Mucambo,23,CE,477.74026845637604,500.0662251655631,509.012251655629,527.7177852348988,522.384105960265
1011,2309102,Mulungu,23,CE,443.04767441860474,467.5836111111118,489.0675,473.4962209302325,513.3333333333334
1012,2309201,Nova Olinda,23,CE,450.2333333333333,478.5497093023256,496.3674418604654,492.5009174311929,538.6046511627907
1013,2309300,Nova Russas,23,CE,461.3613801452786,486.2744131455398,501.70492957746467,503.1268765133169,546.6431924882629
1014,2309409,Novo Oriente,23,CE,451.4028768699656,476.7559591373428,494.69307604994344,496.37019562715795,544.6311010215665
1015,2309458,Ocara,23,CE,442.21793214862697,474.5292048929664,493.1255351681957,484.6789983844909,503.6085626911315
1016,2309508,Orós,23,CE,442.9026809651472,476.3437500000002,493.98333333333335,486.44289544235914,516.4583333333334
1017,2309607,Pacajus,23,CE,460.78289557975654,496.30609230769255,511.6929846153846,507.23888532991634,569.2676923076923
1018,2309706,Pacatuba,23,CE,463.52721041809406,498.3469785575042,514.0696556205327,504.4381082933517,559.2332683560754
1019,2309805,Pacoti,23,CE,439.27155756207657,476.63554083885225,495.25077262693173,471.7449209932281,544.9448123620309
1020,2309904,Pacujá,23,CE,468.2676923076924,486.9902255639098,491.9864661654134,530.7623076923078,543.609022556391
1021,2310001,Palhano,23,CE,452.9165853658535,479.1905213270142,496.3668246445497,494.10926829268277,545.9715639810427
1022,2310100,Palmácia,23,CE,440.17828746177366,476.6020648967556,493.17256637168185,477.46697247706425,519.1150442477876
1023,2310209,Paracuru,23,CE,456.6688537549407,480.55832693783583,498.7728319263244,496.94379446640284,510.92862624712205
1024,2310258,Paraipaba,23,CE,454.9527430221365,480.6763231197768,496.24187558031537,506.8463907603467,530.4921077065924
1025,2310308,Parambu,23,CE,451.5756457564572,475.41339285714275,487.9541071428568,488.6876383763842,500.92857142857144
1026,2310407,Paramoti,23,CE,454.36372549019654,493.6013513513511,502.0945945945944,510.9882352941183,560.9459459459459
1027,2310506,Pedra Branca,23,CE,448.02060535506416,476.44587973273985,489.2592427616927,491.488824214203,490.42316258351894
1028,2310605,Penaforte,23,CE,464.3476744186049,491.1556390977445,502.81541353383454,514.4841085271321,562.7067669172932
1029,2310704,Pentecoste,23,CE,456.72286049238016,480.9971719457019,495.12364253393633,490.76459554513497,498.43891402714934
1030,2310803,Pereiro,23,CE,464.7574712643676,497.46824324324314,507.526351351351,509.58919540229874,583.6036036036036
1031,2310852,Pindoretama,23,CE,454.26833976833944,485.4356884057972,500.26213768115963,498.2351351351353,565.072463768116
1032,2310902,Piquet Carneiro,23,CE,456.844690265487,500.96382978723403,512.4634042553193,527.0628318584075,566.8936170212766
1033,2310951,Pires Ferreira,23,CE,450.5755020080324,480.5937254901958,495.6121568627449,513.822891566265,535.2941176470588
1034,2311009,Poranga,23,CE,445.9704225352116,468.81527777777785,480.21759259259284,481.2187793427233,526.2962962962963
1035,2311108,Porteiras,23,CE,452.28841870824044,473.85608695652184,484.21021739130424,491.2456570155902,529.9565217391304
1036,2311207,Potengi,23,CE,457.5820175438596,486.472083333333,498.56791666666675,497.0701754385966,591.1666666666666
1037,2311231,Potiretama,23,CE,438.328947368421,478.5198275862069,485.6086206896551,490.678947368421,502.9310344827586
1038,2311264,Quiterianópolis,23,CE,432.01644144144177,461.230453563715,484.68898488120965,474.5709459459463,475.72354211663065
1039,2311306,Quixadá,23,CE,461.0589048991359,486.13693989071055,503.2621857923499,499.21498559077673,530.0874316939891
1040,2311355,Quixelô,23,CE,457.9727659574469,484.4032921810699,506.23991769547314,508.2868085106382,564.2798353909465
1041,2311405,Quixeramobim,23,CE,457.09976190476306,484.23987730061435,500.8848298940341,508.40202380952405,534.2777467930842
1042,2311504,Quixeré,23,CE,464.59217557251907,482.4248148148146,502.54314814814813,506.5585877862596,541.5555555555555
1043,2311603,Redenção,23,CE,445.22473572938713,471.64089521871784,493.4885045778232,480.7454545454548,548.056968463886
1044,2311702,Reriutaba,23,CE,452.5656108597284,485.34945054945024,498.2991208791206,507.10678733031716,536.3956043956044
1045,2311801,Russas,23,CE,478.66617227609817,505.72306451612997,518.5197849462363,532.957786651454,590.7204301075269
1046,2311900,Saboeiro,23,CE,444.6064814814811,473.4347826086956,488.1278260869565,497.3847222222219,459.7391304347826
1047,2311959,Salitre,23,CE,427.5797872340428,456.49599999999975,471.91899999999987,465.458865248227,470.53333333333336
1048,2312007,Santana do Acaraú,23,CE,449.23736903375993,476.7860619469025,488.86482300884967,495.6816065192084,513.4513274336283
1049,2312106,Santana do Cariri,23,CE,448.92413793103475,468.40629722921926,487.5637279596979,493.2222811671088,533.8539042821159
1050,2312205,Santa Quitéria,23,CE,449.0268887083676,477.79191999999966,490.6643999999994,494.6471161657191,492.352
1051,2312304,São Benedito,23,CE,463.4095514950169,493.12893030794237,503.0611831442466,508.67848837209345,576.969205834684
1052,2312403,São Gonçalo do Amarante,23,CE,448.0212121212121,479.2644026682835,499.70521528198816,505.6739267676774,525.0454821103699
1053,2312502,São João do Jaguaribe,23,CE,464.6876623376624,490.74213836477986,506.99119496855343,513.3883116883117,579.2452830188679
1054,2312601,São Luís do Curu,23,CE,449.21692307692297,476.53503649635036,495.19160583941596,484.82923076923083,531.6058394160584
1055,2312700,Senador Pompeu,23,CE,447.72647058823554,485.5669811320752,501.2164150943399,503.2272549019604,556.4905660377359
1056,2312809,Senador Sá,23,CE,453.5615384615386,470.4020000000001,473.74133333333333,500.19370629370627,494.53333333333336
1057,2312908,Sobral,23,CE,482.6961202715787,510.05882026627364,522.0593010355034,542.6710960232774,595.3513313609468
1058,2313005,Solonópole,23,CE,448.2763473053894,477.55231213872815,494.5208092485553,501.3332335329341,510.9248554913295
1059,2313104,Tabuleiro do Norte,23,CE,469.5204106280196,491.5828402366869,508.51029585798796,513.3016908212556,571.0059171597633
1060,2313203,Tamboril,23,CE,441.65034246575294,473.9611475409838,492.1919672131146,483.7116438356169,508.327868852459
1061,2313252,Tarrafas,23,CE,444.3324022346368,461.28989361702133,478.0515957446808,493.46145251396666,560.3191489361702
1062,2313302,Tauá,23,CE,461.3042572463772,493.64519725557534,505.0028301886794,513.5764492753626,544.1852487135505
1063,2313351,Tejuçuoca,23,CE,439.9125340599454,475.0120967741933,492.84596774193534,499.306539509537,544.3548387096774
1064,2313401,Tianguá,23,CE,460.1206369982548,489.9997497914933,505.70200166805637,509.54733856893534,555.9549624687239
1065,2313500,Trairi,23,CE,446.74558216350135,473.91652242328774,491.69960660896953,492.78934764657254,508.6073957513769
1066,2313559,Tururu,23,CE,437.3910404624279,463.3946327683617,481.8576271186448,470.8982658959538,503.0508474576271
1067,2313609,Ubajara,23,CE,465.57978835978804,489.6293699186984,504.04308943089455,510.2649735449738,554.4715447154472
1068,2313708,Umari,23,CE,439.8044117647061,472.14567307692323,491.7216346153846,488.28627450980395,541.8269230769231
1069,2313757,Umirim,23,CE,437.6450839328533,460.7749999999997,478.8601851851854,476.5743405275779,478.4259259259259
1070,2313807,Uruburetama,23,CE,450.3815960912052,477.2899521531104,495.1940988835727,493.6030944625404,526.0925039872408
1071,2313906,Uruoca,23,CE,444.31818181818215,482.18615384615407,497.38269230769254,491.42332015810257,512.5384615384615
1072,2313955,Varjota,23,CE,461.35644820295954,494.9508264462806,501.12086776859485,516.250528541226,559.8760330578513
1073,2314003,Várzea Alegre,23,CE,448.0217668488157,474.5742831541221,492.6952508960577,499.95418943533724,516.1648745519714
1074,2314102,Viçosa do Ceará,23,CE,447.5573856209153,477.87733835530406,493.94657878217197,493.2272549019609,532.3289391086001
1075,2400109,Acari,24,RN,470.7613333333333,503.09175257731937,512.9878865979383,512.192,607.2680412371134
1076,2400208,Açu,24,RN,458.1003184713373,484.1652120467124,498.4256299938542,489.397770700637,565.261216963737
1077,2400307,Afonso Bezerra,24,RN,443.3306603773587,468.55707964601737,484.9057522123896,480.7849056603775,485.8407079646018
1078,2400406,Água Nova,24,RN,456.1500000000001,483.9142857142856,505.26703296703295,478.4777777777779,609.8901098901099
1079,2400505,Alexandria,24,RN,466.72705882352926,490.5903133903133,503.5390313390312,506.76970588235315,583.6467236467237
1080,2400604,Almino Afonso,24,RN,447.34562500000004,468.6449101796407,496.45508982035955,499.55875,564.6706586826348
1081,2400703,Alto do Rodrigues,24,RN,453.73240418118473,475.53200000000004,497.19533333333334,479.0512195121952,530.9333333333333
1082,2400802,Angicos,24,RN,450.9903381642512,474.2438636363632,497.40113636363634,486.3318840579706,537.6818181818181
1083,2400901,Antônio Martins,24,RN,438.51220657277037,463.3204545454548,483.8477272727274,477.78028169014095,521.3636363636364
1084,2401008,Apodi,24,RN,469.8096170212774,491.04555102040763,503.72808163265324,516.2062127659581,579.9183673469388
1085,2401107,Areia Branca,24,RN,450.7724812030074,479.2926512968307,500.4118155619598,490.7088721804516,536.657060518732
1086,2401206,Arês,24,RN,460.41125541125547,482.26276150627615,497.62217573221744,480.84199134199145,528.6192468619247
1087,2401305,Augusto Severo,24,RN,433.25938566552895,459.167892976589,477.42575250836114,472.2959044368601,528.428093645485
1088,2401404,Baía Formosa,24,RN,456.1786885245902,484.405759162304,501.8638743455493,505.1306010928961,537.5916230366493
1089,2401453,Baraúna,24,RN,446.3756137479536,473.50842433697386,497.23634945397845,486.6515548281512,527.1138845553822
1090,2401503,Barcelona,24,RN,454.487962962963,477.8354545454544,503.9472727272727,504.5231481481482,569.0909090909091
1091,2401602,Bento Fernandes,24,RN,444.83148148148143,463.3612068965518,487.1405172413792,474.48981481481474,532.2413793103449
1092,2401651,Bodó,24,RN,465.62909090909096,491.51166666666666,496.10833333333346,501.0745454545455,554.3333333333334
1093,2401701,Bom Jesus,24,RN,456.1309090909093,480.0423529411764,497.8182352941175,496.4927272727274,545.1764705882352
1094,2401800,Brejinho,24,RN,457.80658914728673,481.3918215613386,502.2453531598514,486.6844961240311,559.553903345725
1095,2401859,Caiçara do Norte,24,RN,471.43023255813955,481.8866666666667,516.9533333333334,503.7372093023256,534.6666666666666
1096,2401909,Caiçara do Rio do Vento,24,RN,438.8738461538461,470.060294117647,486.4147058823527,466.96000000000004,496.7647058823529
1097,2402006,Caicó,24,RN,483.00692246835547,505.7425460007506,519.1609087495302,523.6539556962018,608.3740142696207
1098,2402105,Campo Redondo,24,RN,457.91035856573706,486.6942965779468,501.690494296578,492.25458167330686,532.0912547528517
1099,2402204,Canguaretama,24,RN,456.10213675213686,483.8957417582422,498.990109890111,486.9839031339033,538.5164835164835
1100,2402303,Caraúbas,24,RN,450.9479949874684,481.97629987908107,498.1607013301092,486.48070175438573,542.1523579201935
1101,2402402,Carnaúba dos Dantas,24,RN,470.04917127071826,501.9962566844921,511.1165775401072,528.067403314917,604.7058823529412
1102,2402501,Carnaubais,24,RN,463.6011049723757,480.05027027027006,499.11783783783767,506.9204419889503,577.9459459459459
1103,2402600,Ceará-Mirim,24,RN,462.68941098610196,492.6821271239773,505.9682819383264,497.5857710125755,549.452485840151
1104,2402709,Cerro Corá,24,RN,451.8798479087454,483.4992647058822,495.46838235294064,478.6015209125477,529.1176470588235
1105,2402808,Coronel Ezequiel,24,RN,453.79741379310343,480.4161016949153,501.5398305084747,486.5853448275862,499.8305084745763
1106,2402907,Coronel João Pessoa,24,RN,441.71874999999994,471.76888888888897,495.92148148148124,499.28749999999985,546.074074074074
1107,2403004,Cruzeta,24,RN,479.7360000000001,515.3072625698322,523.0553072625697,525.2159999999999,605.9217877094972
1108,2403103,Currais Novos,24,RN,474.72101910828053,505.50972906403996,519.1641009852219,512.8010828025479,587.0073891625616
1109,2403202,Doutor Severiano,24,RN,447.2040404040402,479.26650485436875,494.44029126213604,511.91010101010113,562.9126213592233
1110,2403251,Parnamirim,24,RN,500.08378884312964,528.596836953929,539.1896992122248,552.0659428428789,611.830985915493
1111,2403301,Encanto,24,RN,466.9700680272108,505.5929487179486,512.9461538461538,516.7367346938777,574.1025641025641
1112,2403400,Equador,24,RN,456.3568306010928,469.29787234042567,495.14095744680867,489.7103825136612,545.2127659574468
1113,2403509,Espírito Santo,24,RN,457.7605095541402,485.2136904761904,504.47440476190474,500.7388535031846,549.4047619047619
1114,2403608,Extremoz,24,RN,458.6277246653922,493.3442502299911,509.9500459981596,489.722753346081,530.4691812327507
1115,2403707,Felipe Guerra,24,RN,450.6106122448981,465.6168627450983,492.76431372548984,491.9902040816325,571.9215686274509
1116,2403756,Fernando Pedroza,24,RN,441.61388888888877,472.7805555555556,496.4638888888889,506.4500000000001,539.4444444444445
1117,2403806,Florânia,24,RN,472.16836734693857,503.7854368932039,518.1893203883495,516.1581632653061,561.5533980582525
1118,2403905,Francisco Dantas,24,RN,459.85294117647067,488.6298850574712,496.3218390804594,478.00117647058823,608.0459770114943
1119,2404002,Frutuoso Gomes,24,RN,456.8006493506494,479.2826086956521,497.45403726708093,504.4805194805195,581.1180124223603
1120,2404101,Galinhos,24,RN,476.43999999999994,489.57272727272726,497.8272727272728,497.02,520.9090909090909
1121,2404200,Goianinha,24,RN,450.84565587734267,488.174061990212,505.09885807504105,495.18109028960777,558.8254486133768
1122,2404309,Governador Dix-Sept Rosado,24,RN,454.3775456919053,475.0840796019903,497.57512437810925,494.5109660574413,518.0597014925373
1123,2404408,Grossos,24,RN,447.99547325102867,480.0093385214008,498.94085603112836,478.07283950617284,539.3774319066148
1124,2404507,Guamaré,24,RN,464.852569169961,484.16278195488724,502.9928571428571,496.7031620553361,555.0375939849624
1125,2404606,Ielmo Marinho,24,RN,440.77379310344816,471.01644736842115,487.57105263157916,475.9255172413793,503.8157894736842
1126,2404705,Ipanguaçu,24,RN,445.67310924369747,469.99268292682996,490.3533875338757,475.79551820728307,537.4525745257453
1127,2404804,Ipueira,24,RN,480.09749999999974,506.1564705882353,519.9741176470591,530.4574999999999,630.1176470588235
1128,2404853,Itajá,24,RN,451.1266666666665,472.77801418439725,491.30000000000035,474.5948148148149,541.2765957446809
1129,2404903,Itaú,24,RN,439.9176470588236,465.3441379310344,480.8517241379311,466.1941176470589,555.1724137931035
